POSTCODE,TOWNNAME,SUBURBNAME,STREETNAME,HOUSENUMBER,CUSTOM1,SORTINFO
2112,PAPAKURA,TAKANINI,HOLLOWOUT,15, STREET,22402437
2112,PAPAKURA,TAKANINI,HOLLOWOUT,13, STREET,22402438
2112,PAPAKURA,TAKANINI,KAPIA,13, DRIVE,22402439
2112,PAPAKURA,TAKANINI,KAPIA,11, DRIVE,22402440
2112,PAPAKURA,TAKANINI,KAPIA,9, DRIVE,22402441
2112,PAPAKURA,TAKANINI,KAPIA,7, DRIVE,22402442
2112,PAPAKURA,TAKANINI,TREESTUMP,16, ROAD,22402443
2112,PAPAKURA,TAKANINI,TREESTUMP,18, ROAD,22402444
2112,PAPAKURA,TAKANINI,TREESTUMP,20, ROAD,22402445
2112,PAPAKURA,TAKANINI,TREESTUMP,22, ROAD,22402446
2112,PAPAKURA,TAKANINI,TREESTUMP,24, ROAD,22402447
2112,PAPAKURA,TAKANINI,TREESTUMP,26, ROAD,22402448
2112,PAPAKURA,TAKANINI,TREESTUMP,29, ROAD,22402449
2112,PAPAKURA,TAKANINI,TREESTUMP,27, ROAD,22402450
2112,PAPAKURA,TAKANINI,TREESTUMP,25, ROAD,22402451
2112,PAPAKURA,TAKANINI,TREESTUMP,23, ROAD,22402452
2112,PAPAKURA,TAKANINI,TREESTUMP,21, ROAD,22402453
2112,PAPAKURA,TAKANINI,TREESTUMP,19, ROAD,22402454
2112,PAPAKURA,TAKANINI,TREESTUMP,17, ROAD,22402455
2112,PAPAKURA,TAKANINI,TREESTUMP,15, ROAD,22402456
2112,PAPAKURA,TAKANINI,TREESTUMP,13, ROAD,22402457
2112,PAPAKURA,TAKANINI,TREESTUMP,11, ROAD,22402458
2112,PAPAKURA,TAKANINI,ARION,62, ROAD,22402459
2112,PAPAKURA,TAKANINI,ARION,64, ROAD,22402460
2112,PAPAKURA,TAKANINI,ARION,66, ROAD,22402461
2112,PAPAKURA,TAKANINI,ARION,68, ROAD,22402462
2112,PAPAKURA,TAKANINI,ARION,70, ROAD,22402463
2112,PAPAKURA,TAKANINI,ARION,72, ROAD,22402464
2112,PAPAKURA,TAKANINI,ARION,74, ROAD,22402465
2112,PAPAKURA,TAKANINI,ARION,76, ROAD,22402466
2112,PAPAKURA,TAKANINI,ARION,78, ROAD,22402467
2112,PAPAKURA,TAKANINI,ARION,80, ROAD,22402468
2112,PAPAKURA,TAKANINI,SOARING BIRD,5, DRIVE,22402469
2112,PAPAKURA,TAKANINI,SOARING BIRD,7, DRIVE,22402470
2112,PAPAKURA,TAKANINI,SOARING BIRD,9, DRIVE,22402471
2112,PAPAKURA,TAKANINI,SOARING BIRD,11, DRIVE,22402472
2112,PAPAKURA,TAKANINI,SOARING BIRD,15, DRIVE,22402473
2112,PAPAKURA,TAKANINI,SOARING BIRD,17, DRIVE,22402474
2112,PAPAKURA,TAKANINI,SOARING BIRD,19, DRIVE,22402475
2112,PAPAKURA,TAKANINI,SOARING BIRD,21, DRIVE,22402476
2112,PAPAKURA,TAKANINI,SOARING BIRD,23, DRIVE,22402477
2112,PAPAKURA,TAKANINI,SOARING BIRD,25, DRIVE,22402478
2112,PAPAKURA,TAKANINI,SOARING BIRD,27, DRIVE,22402479
2112,PAPAKURA,TAKANINI,AERONAUTIC,13, ROAD,22402480
2112,PAPAKURA,TAKANINI,AERONAUTIC,1, ROAD,22402485
2112,PAPAKURA,TAKANINI,SOARING BIRD,29, DRIVE,22402486
2112,PAPAKURA,TAKANINI,SOARING BIRD,31, DRIVE,22402487
2112,PAPAKURA,TAKANINI,SOARING BIRD,33, DRIVE,22402488
2112,PAPAKURA,TAKANINI,SOARING BIRD,35, DRIVE,22402489
2112,PAPAKURA,TAKANINI,SOARING BIRD,37A, DRIVE,22402490
2112,PAPAKURA,TAKANINI,SOARING BIRD,37B, DRIVE,22402491
2112,PAPAKURA,TAKANINI,SOARING BIRD,39A, DRIVE,22402492
2112,PAPAKURA,TAKANINI,SOARING BIRD,39B, DRIVE,22402493
2112,PAPAKURA,TAKANINI,SOARING BIRD,41A, DRIVE,22402494
2112,PAPAKURA,TAKANINI,SOARING BIRD,41B, DRIVE,22402495
2112,PAPAKURA,TAKANINI,SOARING BIRD,43A, DRIVE,22402496
2112,PAPAKURA,TAKANINI,SOARING BIRD,43B, DRIVE,22402497
2112,PAPAKURA,TAKANINI,SOARING BIRD,45A, DRIVE,22402498
2112,PAPAKURA,TAKANINI,SOARING BIRD,45B, DRIVE,22402499
2112,PAPAKURA,TAKANINI,SOARING BIRD,47A, DRIVE,22402500
2112,PAPAKURA,TAKANINI,SOARING BIRD,47B, DRIVE,22402501
2112,PAPAKURA,TAKANINI,SOARING BIRD,49A, DRIVE,22402502
2112,PAPAKURA,TAKANINI,SOARING BIRD,49B, DRIVE,22402503
2112,PAPAKURA,TAKANINI,SOARING BIRD,51A, DRIVE,22402504
2112,PAPAKURA,TAKANINI,SOARING BIRD,51B, DRIVE,22402505
2112,PAPAKURA,TAKANINI,SOARING BIRD,53A, DRIVE,22402506
2112,PAPAKURA,TAKANINI,SOARING BIRD,53B, DRIVE,22402507
2112,PAPAKURA,TAKANINI,SOARING BIRD,55A, DRIVE,22402508
2112,PAPAKURA,TAKANINI,SOARING BIRD,55B, DRIVE,22402509
2112,PAPAKURA,TAKANINI,SOARING BIRD,63A, DRIVE,22402510
2112,PAPAKURA,TAKANINI,SOARING BIRD,63B, DRIVE,22402511
2112,PAPAKURA,TAKANINI,SOARING BIRD,65A, DRIVE,22402512
2112,PAPAKURA,TAKANINI,SOARING BIRD,65B, DRIVE,22402513
2112,PAPAKURA,TAKANINI,SOARING BIRD,67A, DRIVE,22402514
2112,PAPAKURA,TAKANINI,SOARING BIRD,67B, DRIVE,22402515
2112,PAPAKURA,TAKANINI,SOARING BIRD,67C, DRIVE,22402516
2112,PAPAKURA,TAKANINI,KAROKARO,2, ROAD,22402517
2112,PAPAKURA,TAKANINI,SOARING BIRD,18, DRIVE,22402518
2112,PAPAKURA,TAKANINI,SOARING BIRD,20, DRIVE,22402519
2112,PAPAKURA,TAKANINI,SOARING BIRD,22, DRIVE,22402520
2112,PAPAKURA,TAKANINI,SOARING BIRD,24, DRIVE,22402521
2112,PAPAKURA,TAKANINI,SOARING BIRD,26, DRIVE,22402522
2112,PAPAKURA,TAKANINI,SOARING BIRD,28, DRIVE,22402523
2112,PAPAKURA,TAKANINI,TAUPINGA,17, WAY,22402524
2112,PAPAKURA,TAKANINI,TAUPINGA,15, WAY,22402525
2112,PAPAKURA,TAKANINI,TAUPINGA,13, WAY,22402526
2112,PAPAKURA,TAKANINI,TAUPINGA,11, WAY,22402527
2112,PAPAKURA,TAKANINI,TAUPINGA,9, WAY,22402528
2112,PAPAKURA,TAKANINI,TAUPINGA,7, WAY,22402529
2112,PAPAKURA,TAKANINI,TAUPINGA,5, WAY,22402530
2112,PAPAKURA,TAKANINI,TAUPINGA,3, WAY,22402531
2112,PAPAKURA,TAKANINI,TAUPINGA,1, WAY,22402532
2112,PAPAKURA,TAKANINI,HAKARO,6, WAY,22402533
2112,PAPAKURA,TAKANINI,HAKARO,8, WAY,22402534
2112,PAPAKURA,TAKANINI,HAKARO,10, WAY,22402535
2112,PAPAKURA,TAKANINI,HAKARO,14, WAY,22402536
2112,PAPAKURA,TAKANINI,HAKARO,16, WAY,22402537
2112,PAPAKURA,TAKANINI,HAKARO,18, WAY,22402538
2112,PAPAKURA,TAKANINI,HAKARO,17, WAY,22402539
2112,PAPAKURA,TAKANINI,HAKARO,15, WAY,22402540
2112,PAPAKURA,TAKANINI,HAKARO,13, WAY,22402541
2112,PAPAKURA,TAKANINI,HAKARO,11, WAY,22402542
2112,PAPAKURA,TAKANINI,HAKARO,9, WAY,22402543
2112,PAPAKURA,TAKANINI,HAKARO,7, WAY,22402544
2112,PAPAKURA,TAKANINI,HAKARO,5, WAY,22402545
2112,PAPAKURA,TAKANINI,HAKARO,3, WAY,22402546
2112,PAPAKURA,TAKANINI,SOARING BIRD,16, DRIVE,22402547
2112,PAPAKURA,TAKANINI,HOLLOWOUT,1/26, STREET,22402548
2112,PAPAKURA,TAKANINI,HOLLOWOUT,2/26, STREET,22402549
2112,PAPAKURA,TAKANINI,HOLLOWOUT,28, STREET,22402550
2112,PAPAKURA,TAKANINI,HOLLOWOUT,30, STREET,22402551
2112,PAPAKURA,TAKANINI,HOLLOWOUT,32, STREET,22402552
2112,PAPAKURA,TAKANINI,HOLLOWOUT,34, STREET,22402553
2112,PAPAKURA,TAKANINI,HOLLOWOUT,36, STREET,22402554
2112,PAPAKURA,TAKANINI,HOLLOWOUT,38, STREET,22402555
2112,PAPAKURA,TAKANINI,HOLLOWOUT,40, STREET,22402556
2112,PAPAKURA,TAKANINI,HOLLOWOUT,42, STREET,22402557
2112,PAPAKURA,TAKANINI,HOLLOWOUT,44, STREET,22402558
2112,PAPAKURA,TAKANINI,HOLLOWOUT,46A, STREET,22402559
2112,PAPAKURA,TAKANINI,HOLLOWOUT,1/46, STREET,22402560
2112,PAPAKURA,TAKANINI,HOLLOWOUT,49, STREET,22402561
2112,PAPAKURA,TAKANINI,HOLLOWOUT,47, STREET,22402562
2112,PAPAKURA,TAKANINI,HOLLOWOUT,45, STREET,22402563
2112,PAPAKURA,TAKANINI,HOLLOWOUT,43, STREET,22402564
2112,PAPAKURA,TAKANINI,HOLLOWOUT,41, STREET,22402565
2112,PAPAKURA,TAKANINI,HOLLOWOUT,39, STREET,22402566
2112,PAPAKURA,TAKANINI,HOLLOWOUT,37, STREET,22402567
2112,PAPAKURA,TAKANINI,HOLLOWOUT,35, STREET,22402568
2112,PAPAKURA,TAKANINI,HOLLOWOUT,33, STREET,22402569
2112,PAPAKURA,TAKANINI,HOLLOWOUT,31, STREET,22402570
2112,PAPAKURA,TAKANINI,HOLLOWOUT,29, STREET,22402571
2112,PAPAKURA,TAKANINI,HOLLOWOUT,27, STREET,22402572
2112,PAPAKURA,TAKANINI,TREESTUMP,32, ROAD,22402573
2112,PAPAKURA,TAKANINI,TREESTUMP,34, ROAD,22402574
2112,PAPAKURA,TAKANINI,TREESTUMP,36, ROAD,22402575
2112,PAPAKURA,TAKANINI,TREESTUMP,38, ROAD,22402576
2112,PAPAKURA,TAKANINI,TREESTUMP,40, ROAD,22402577
2112,PAPAKURA,TAKANINI,TREESTUMP,42, ROAD,22402578
2112,PAPAKURA,TAKANINI,TREESTUMP,44, ROAD,22402579
2112,PAPAKURA,TAKANINI,TREESTUMP,46, ROAD,22402580
2112,PAPAKURA,TAKANINI,TREESTUMP,48, ROAD,22402581
2112,PAPAKURA,TAKANINI,TREESTUMP,49A, ROAD,22402582
2112,PAPAKURA,TAKANINI,TREESTUMP,49, ROAD,22402583
2112,PAPAKURA,TAKANINI,TREESTUMP,47, ROAD,22402584
2112,PAPAKURA,TAKANINI,TREESTUMP,45, ROAD,22402585
2112,PAPAKURA,TAKANINI,TREESTUMP,43, ROAD,22402586
2112,PAPAKURA,TAKANINI,TREESTUMP,41, ROAD,22402587
2112,PAPAKURA,TAKANINI,TREESTUMP,39, ROAD,22402588
2112,PAPAKURA,TAKANINI,TREESTUMP,37, ROAD,22402589
2112,PAPAKURA,TAKANINI,TREESTUMP,35, ROAD,22402590
2112,PAPAKURA,TAKANINI,TREESTUMP,33, ROAD,22402591
2112,PAPAKURA,TAKANINI,TREESTUMP,33A, ROAD,22402592
2112,PAPAKURA,TAKANINI,ARION,84, ROAD,22402593
2112,PAPAKURA,TAKANINI,ARION,86, ROAD,22402594
2112,PAPAKURA,TAKANINI,ARION,88, ROAD,22402595
2112,PAPAKURA,TAKANINI,ARION,90, ROAD,22402596
2112,PAPAKURA,TAKANINI,ARION,92, ROAD,22402597
2112,PAPAKURA,TAKANINI,ARION,94, ROAD,22402598
2112,PAPAKURA,TAKANINI,ARION,96, ROAD,22402599
2112,PAPAKURA,TAKANINI,ARION,98, ROAD,22402600
2112,PAPAKURA,TAKANINI,ARION,100, ROAD,22402601
2112,PAPAKURA,TAKANINI,ARION,102, ROAD,22402602
2112,PAPAKURA,TAKANINI,ARION,104, ROAD,22402603
2112,PAPAKURA,TAKANINI,ARION,106, ROAD,22402604
2112,PAPAKURA,TAKANINI,KAURI HEART,66, AVENUE,22402606
2112,PAPAKURA,TAKANINI,PORCHESTER,242A, ROAD,22402607
2112,PAPAKURA,TAKANINI,PORCHESTER,242B, ROAD,22402608
2112,PAPAKURA,TAKANINI,PORCHESTER,242C, ROAD,22402609
2112,PAPAKURA,TAKANINI,PORCHESTER,244A, ROAD,22402610
2112,PAPAKURA,TAKANINI,PORCHESTER,244B, ROAD,22402611
2112,PAPAKURA,TAKANINI,PORCHESTER,244C, ROAD,22402612
2112,PAPAKURA,TAKANINI,PEERLESS,2, AVENUE,22402613
2112,PAPAKURA,TAKANINI,PEERLESS,4, AVENUE,22402614
2112,PAPAKURA,TAKANINI,TETE,4, LANE,22402615
2112,PAPAKURA,TAKANINI,TETE,6, LANE,22402616
2112,PAPAKURA,TAKANINI,TETE,8, LANE,22402617
2112,PAPAKURA,TAKANINI,TETE,10, LANE,22402618
2112,PAPAKURA,TAKANINI,TETE,12, LANE,22402619
2112,PAPAKURA,TAKANINI,TETE,14, LANE,22402620
2112,PAPAKURA,TAKANINI,TETE,15, LANE,22402621
2112,PAPAKURA,TAKANINI,TETE,13, LANE,22402622
2112,PAPAKURA,TAKANINI,TETE,11, LANE,22402623
2112,PAPAKURA,TAKANINI,TETE,9, LANE,22402624
2112,PAPAKURA,TAKANINI,TETE,7, LANE,22402625
2112,PAPAKURA,TAKANINI,TETE,5, LANE,22402626
2112,PAPAKURA,TAKANINI,TETE,3, LANE,22402627
2112,PAPAKURA,TAKANINI,PEERLESS,6, AVENUE,22402628
2112,PAPAKURA,TAKANINI,PEERLESS,8, AVENUE,22402629
2112,PAPAKURA,TAKANINI,MOHO,4, LANE,22402630
2112,PAPAKURA,TAKANINI,MOHO,6, LANE,22402631
2112,PAPAKURA,TAKANINI,MOHO,8, LANE,22402632
2112,PAPAKURA,TAKANINI,MOHO,10, LANE,22402633
2112,PAPAKURA,TAKANINI,MOHO,12, LANE,22402634
2112,PAPAKURA,TAKANINI,MOHO,14, LANE,22402635
2112,PAPAKURA,TAKANINI,MOHO,16, LANE,22402636
2112,PAPAKURA,TAKANINI,MOHO,18, LANE,22402637
2112,PAPAKURA,TAKANINI,MOHO,20, LANE,22402638
2112,PAPAKURA,TAKANINI,MOHO,22, LANE,22402639
2112,PAPAKURA,TAKANINI,MOHO,24, LANE,22402640
2112,PAPAKURA,TAKANINI,MOHO,26, LANE,22402641
2112,PAPAKURA,TAKANINI,MOHO,28, LANE,22402642
2112,PAPAKURA,TAKANINI,MOHO,30, LANE,22402643
2112,PAPAKURA,TAKANINI,KAURI HEART,84, AVENUE,22402644
2112,PAPAKURA,TAKANINI,KAURI HEART,82, AVENUE,22402645
2112,PAPAKURA,TAKANINI,KAURI HEART,80, AVENUE,22402646
2112,PAPAKURA,TAKANINI,KAURI HEART,78, AVENUE,22402647
2112,PAPAKURA,TAKANINI,KAURI HEART,76, AVENUE,22402648
2112,PAPAKURA,TAKANINI,KAURI HEART,74, AVENUE,22402649
2112,PAPAKURA,TAKANINI,KAURI HEART,72, AVENUE,22402650
2112,PAPAKURA,TAKANINI,KAURI HEART,70, AVENUE,22402651
2112,PAPAKURA,TAKANINI,MOHO,13, LANE,22402652
2112,PAPAKURA,TAKANINI,MOHO,11, LANE,22402653
2112,PAPAKURA,TAKANINI,MOHO,9, LANE,22402654
2112,PAPAKURA,TAKANINI,MOHO,7, LANE,22402655
2112,PAPAKURA,TAKANINI,MOHO,5, LANE,22402656
2112,PAPAKURA,TAKANINI,MOHO,3, LANE,22402657
2112,PAPAKURA,TAKANINI,PEERLESS,10, AVENUE,22402658
2112,PAPAKURA,TAKANINI,PEERLESS,12, AVENUE,22402659
2112,PAPAKURA,TAKANINI,KAKI,4, LANE,22402660
2112,PAPAKURA,TAKANINI,KAKI,6, LANE,22402661
2112,PAPAKURA,TAKANINI,KAKI,8, LANE,22402662
2112,PAPAKURA,TAKANINI,KAKI,10, LANE,22402663
2112,PAPAKURA,TAKANINI,KAKI,12, LANE,22402664
2112,PAPAKURA,TAKANINI,KAKI,14, LANE,22402665
2112,PAPAKURA,TAKANINI,KAKI,13, LANE,22402666
2112,PAPAKURA,TAKANINI,KAKI,11, LANE,22402667
2112,PAPAKURA,TAKANINI,KAKI,9, LANE,22402668
2112,PAPAKURA,TAKANINI,KAKI,7, LANE,22402669
2112,PAPAKURA,TAKANINI,KAKI,5, LANE,22402670
2112,PAPAKURA,TAKANINI,KAKI,3, LANE,22402671
2112,PAPAKURA,TAKANINI,PEERLESS,14, AVENUE,22402672
2112,PAPAKURA,TAKANINI,PEERLESS,13, AVENUE,22402673
2112,PAPAKURA,TAKANINI,DALRAY,4, AVENUE,22402674
2112,PAPAKURA,TAKANINI,DALRAY,6, AVENUE,22402675
2112,PAPAKURA,TAKANINI,DALRAY,8, AVENUE,22402676
2112,PAPAKURA,TAKANINI,DALRAY,10, AVENUE,22402677
2112,PAPAKURA,TAKANINI,DALRAY,12, AVENUE,22402678
2112,PAPAKURA,TAKANINI,DALRAY,14, AVENUE,22402679
2112,PAPAKURA,TAKANINI,DALRAY,16, AVENUE,22402680
2112,PAPAKURA,TAKANINI,DALRAY,18, AVENUE,22402681
2112,PAPAKURA,TAKANINI,BIPLANE,3, STREET,22402682
2112,PAPAKURA,TAKANINI,BIPLANE,1, STREET,22402683
2112,PAPAKURA,TAKANINI,BIPLANE,2, STREET,22402684
2112,PAPAKURA,TAKANINI,BIPLANE,4, STREET,22402685
2112,PAPAKURA,TAKANINI,BIPLANE,6, STREET,22402686
2112,PAPAKURA,TAKANINI,BIPLANE,8, STREET,22402687
2112,PAPAKURA,TAKANINI,BIPLANE,10, STREET,22402688
2112,PAPAKURA,TAKANINI,BIPLANE,12, STREET,22402689
2112,PAPAKURA,TAKANINI,BIPLANE,14, STREET,22402690
2112,PAPAKURA,TAKANINI,BIPLANE,16, STREET,22402691
2112,PAPAKURA,TAKANINI,BIPLANE,18, STREET,22402692
2112,PAPAKURA,TAKANINI,BIPLANE,20, STREET,22402693
2112,PAPAKURA,TAKANINI,BIPLANE,22, STREET,22402694
2112,PAPAKURA,TAKANINI,BIPLANE,24, STREET,22402695
2112,PAPAKURA,TAKANINI,BIPLANE,26, STREET,22402696
2112,PAPAKURA,TAKANINI,BIPLANE,28, STREET,22402697
2112,PAPAKURA,TAKANINI,BIPLANE,28A, STREET,22402698
2112,PAPAKURA,TAKANINI,BIPLANE,30, STREET,22402699
2112,PAPAKURA,TAKANINI,BIPLANE,30A, STREET,22402700
2112,PAPAKURA,TAKANINI,BIPLANE,32, STREET,22402701
2112,PAPAKURA,TAKANINI,BIPLANE,32A, STREET,22402702
2112,PAPAKURA,TAKANINI,BIPLANE,34, STREET,22402703
2112,PAPAKURA,TAKANINI,BIPLANE,13C, STREET,22402704
2112,PAPAKURA,TAKANINI,BIPLANE,13B, STREET,22402705
2112,PAPAKURA,TAKANINI,BIPLANE,13A, STREET,22402706
2112,PAPAKURA,TAKANINI,BIPLANE,11, STREET,22402707
2112,PAPAKURA,TAKANINI,BIPLANE,9, STREET,22402708
2112,PAPAKURA,TAKANINI,BIPLANE,7, STREET,22402709
2112,PAPAKURA,TAKANINI,BIPLANE,5, STREET,22402710
2112,PAPAKURA,TAKANINI,DALRAY,13, AVENUE,22402711
2112,PAPAKURA,TAKANINI,DALRAY,11, AVENUE,22402712
2112,PAPAKURA,TAKANINI,DALRAY,9, AVENUE,22402713
2112,PAPAKURA,TAKANINI,DALRAY,7, AVENUE,22402714
2112,PAPAKURA,TAKANINI,DALRAY,5, AVENUE,22402715
2112,PAPAKURA,TAKANINI,DALRAY,3, AVENUE,22402716
2112,PAPAKURA,TAKANINI,PEERLESS,11, AVENUE,22402717
2112,PAPAKURA,TAKANINI,PEERLESS,9, AVENUE,22402718
2112,PAPAKURA,TAKANINI,HIHI,4, AVENUE,22402719
2112,PAPAKURA,TAKANINI,HIHI,6, AVENUE,22402720
2112,PAPAKURA,TAKANINI,HIHI,8, AVENUE,22402721
2112,PAPAKURA,TAKANINI,HIHI,10, AVENUE,22402722
2112,PAPAKURA,TAKANINI,HIHI,12, AVENUE,22402723
2112,PAPAKURA,TAKANINI,HIHI,14, AVENUE,22402724
2112,PAPAKURA,TAKANINI,HIHI,16, AVENUE,22402725
2112,PAPAKURA,TAKANINI,HIHI,18, AVENUE,22402726
2112,PAPAKURA,TAKANINI,HIHI,15, AVENUE,22402727
2112,PAPAKURA,TAKANINI,HIHI,13, AVENUE,22402728
2112,PAPAKURA,TAKANINI,HIHI,11, AVENUE,22402729
2112,PAPAKURA,TAKANINI,HIHI,9, AVENUE,22402730
2112,PAPAKURA,TAKANINI,HIHI,7, AVENUE,22402731
2112,PAPAKURA,TAKANINI,HIHI,5, AVENUE,22402732
2112,PAPAKURA,TAKANINI,HIHI,3, AVENUE,22402733
2112,PAPAKURA,TAKANINI,PEERLESS,7, AVENUE,22402734
2112,PAPAKURA,TAKANINI,PEERLESS,5, AVENUE,22402735
2112,PAPAKURA,TAKANINI,YATTERINA,4, AVENUE,22402736
2112,PAPAKURA,TAKANINI,YATTERINA,6, AVENUE,22402737
2112,PAPAKURA,TAKANINI,YATTERINA,8, AVENUE,22402738
2112,PAPAKURA,TAKANINI,YATTERINA,10, AVENUE,22402739
2112,PAPAKURA,TAKANINI,YATTERINA,12, AVENUE,22402740
2112,PAPAKURA,TAKANINI,YATTERINA,14, AVENUE,22402741
2112,PAPAKURA,TAKANINI,YATTERINA,16, AVENUE,22402742
2112,PAPAKURA,TAKANINI,YATTERINA,18, AVENUE,22402743
2112,PAPAKURA,TAKANINI,YATTERINA,19, AVENUE,22402744
2112,PAPAKURA,TAKANINI,YATTERINA,17, AVENUE,22402745
2112,PAPAKURA,TAKANINI,YATTERINA,15, AVENUE,22402746
2112,PAPAKURA,TAKANINI,YATTERINA,13, AVENUE,22402747
2112,PAPAKURA,TAKANINI,YATTERINA,11, AVENUE,22402748
2112,PAPAKURA,TAKANINI,YATTERINA,9, AVENUE,22402749
2112,PAPAKURA,TAKANINI,YATTERINA,7, AVENUE,22402750
2112,PAPAKURA,TAKANINI,YATTERINA,5, AVENUE,22402751
2112,PAPAKURA,TAKANINI,YATTERINA,3, AVENUE,22402752
2112,PAPAKURA,TAKANINI,PEERLESS,3, AVENUE,22402753
2112,PAPAKURA,TAKANINI,PEERLESS,1, AVENUE,22402754
2112,PAPAKURA,TAKANINI,PORCHESTER,246A, ROAD,22402755
2112,PAPAKURA,TAKANINI,PORCHESTER,246B, ROAD,22402756
2112,PAPAKURA,TAKANINI,PORCHESTER,246C, ROAD,22402757
2112,PAPAKURA,TAKANINI,PORCHESTER,246D, ROAD,22402758
2112,PAPAKURA,TAKANINI,PORCHESTER,246E, ROAD,22402759
2112,PAPAKURA,TAKANINI,PORCHESTER,248A, ROAD,22402760
2112,PAPAKURA,TAKANINI,PORCHESTER,248B, ROAD,22402761
2112,PAPAKURA,TAKANINI,PORCHESTER,248C, ROAD,22402762
2112,PAPAKURA,TAKANINI,PORCHESTER,248D, ROAD,22402763
2112,PAPAKURA,TAKANINI,PORCHESTER,248E, ROAD,22402764
2112,PAPAKURA,TAKANINI,PORCHESTER,250, ROAD,22402765
2112,PAPAKURA,TAKANINI,PORCHESTER,250A, ROAD,22402766
2112,PAPAKURA,TAKANINI,PORCHESTER,250B, ROAD,22402767
2112,PAPAKURA,TAKANINI,PORCHESTER,250C, ROAD,22402768
2112,PAPAKURA,TAKANINI,PORCHESTER,250D, ROAD,22402769
2112,PAPAKURA,TAKANINI,PORCHESTER,250E, ROAD,22402770
2112,PAPAKURA,TAKANINI,PORCHESTER,252, ROAD,22402771
2112,PAPAKURA,TAKANINI,PORCHESTER,252A, ROAD,22402772
2112,PAPAKURA,TAKANINI,PORCHESTER,252B, ROAD,22402773
2112,PAPAKURA,TAKANINI,BIPLANE,19, STREET,22402774
2112,PAPAKURA,TAKANINI,PORCHESTER,252C, ROAD,22402775
2112,PAPAKURA,TAKANINI,PORCHESTER,252D, ROAD,22402776
2112,PAPAKURA,TAKANINI,AIRFIELD,21, ROAD,22402778
2112,PAPAKURA,TAKANINI,AIRFIELD,19, ROAD,22402779
2112,PAPAKURA,TAKANINI,AIRFIELD,14/11, ROAD,22402780
2112,PAPAKURA,TAKANINI,AIRFIELD,13/11, ROAD,22402781
2112,PAPAKURA,TAKANINI,AIRFIELD,7/11, ROAD,22402782
2112,PAPAKURA,TAKANINI,AIRFIELD,8/11, ROAD,22402783
2112,PAPAKURA,TAKANINI,AIRFIELD,5/11, ROAD,22402784
2112,PAPAKURA,TAKANINI,AIRFIELD,6/11, ROAD,22402785
2112,PAPAKURA,TAKANINI,AIRFIELD,3/11, ROAD,22402786
2112,PAPAKURA,TAKANINI,AIRFIELD,4/11, ROAD,22402787
2112,PAPAKURA,TAKANINI,AIRFIELD,2/11, ROAD,22402788
2112,PAPAKURA,TAKANINI,AIRFIELD,1/11, ROAD,22402789
2112,PAPAKURA,TAKANINI,AIRFIELD,9/11, ROAD,22402790
2112,PAPAKURA,TAKANINI,AIRFIELD,12/11, ROAD,22402791
2112,PAPAKURA,TAKANINI,AIRFIELD,11/11, ROAD,22402792
2112,PAPAKURA,TAKANINI,AIRFIELD,10/11, ROAD,22402793
2112,PAPAKURA,TAKANINI,AIRFIELD,9, ROAD,22402794
2112,PAPAKURA,TAKANINI,AIRFIELD,19/1, ROAD,22402795
2112,PAPAKURA,TAKANINI,AIRFIELD,18/1, ROAD,22402796
2112,PAPAKURA,TAKANINI,AIRFIELD,17/1, ROAD,22402797
2112,PAPAKURA,TAKANINI,AIRFIELD,2/1, ROAD,22402798
2112,PAPAKURA,TAKANINI,AIRFIELD,1/1, ROAD,22402799
2112,PAPAKURA,TAKANINI,AIRFIELD,6/1, ROAD,22402800
2112,PAPAKURA,TAKANINI,AIRFIELD,5/1, ROAD,22402801
2112,PAPAKURA,TAKANINI,TAKANINI SCHOOL,15, ROAD,22402802
2112,PAPAKURA,TAKANINI,AIRFIELD,4, ROAD,22402803
2112,PAPAKURA,TAKANINI,AIRFIELD,6, ROAD,22402804
2112,PAPAKURA,TAKANINI,AIRFIELD,1/6A, ROAD,22402805
2112,PAPAKURA,TAKANINI,AIRFIELD,2/6A, ROAD,22402806
2112,PAPAKURA,TAKANINI,AIRFIELD,8A, ROAD,22402807
2112,PAPAKURA,TAKANINI,AIRFIELD,8, ROAD,22402808
2112,PAPAKURA,TAKANINI,AIRFIELD,2/10, ROAD,22402809
2112,PAPAKURA,TAKANINI,AIRFIELD,1/10, ROAD,22402810
2112,PAPAKURA,TAKANINI,AIRFIELD,3/10, ROAD,22402811
2112,PAPAKURA,TAKANINI,JADON,6, CLOSE,22402812
2112,PAPAKURA,TAKANINI,JADON,8, CLOSE,22402813
2112,PAPAKURA,TAKANINI,JADON,10, CLOSE,22402814
2112,PAPAKURA,TAKANINI,JADON,12, CLOSE,22402815
2112,PAPAKURA,TAKANINI,JADON,14, CLOSE,22402816
2112,PAPAKURA,TAKANINI,JADON,16, CLOSE,22402817
2112,PAPAKURA,TAKANINI,JADON,18, CLOSE,22402818
2112,PAPAKURA,TAKANINI,JADON,20, CLOSE,22402819
2112,PAPAKURA,TAKANINI,JADON,22, CLOSE,22402820
2112,PAPAKURA,TAKANINI,JADON,24, CLOSE,22402821
2112,PAPAKURA,TAKANINI,JADON,26, CLOSE,22402822
2112,PAPAKURA,TAKANINI,JADON,28, CLOSE,22402823
2112,PAPAKURA,TAKANINI,JADON,27, CLOSE,22402824
